index|gain|cover
tipo_amenaza_Individual|101.87855198522502|114.15010351149996
tipo_amenaza_Sin Especificar|49.49885185749999|89.49740740949997
tipo_amenaza_Colectivo|24.860906305882356|97.83947544941176
lugar_zona_Urbana|16.90049427877778|64.17305089407411
lugar_zona_Rural|16.716935131285716|50.79431090000001
v_amenaza|10.469982049567568|99.41430408189186
departamento_hecho_Antioquia|4.359562383333334|106.80801208499997
departamento_hecho_Vichada|1.84994507|472.472046
departamento_hecho_Amazonas|0.8724136344|262.89933546000003
departamento_hecho_Guaviare|0.859039307|398.918213
anio_fin|0.7399387160000002|41.399164273333334
departamento_hecho_Risaralda|0.621246338|390.742218
responsables_identificados|0.4287834765|7.852168800000001
