index|gain|cover
lugar_zona_Urbana|73.28090635639396|45.87671126424244
lugar_zona_Rural|70.2114475681212|44.949599163333346
ciudad_hecho_Medellín|7.465932592749999|85.35364006249999
ciudad_hecho_Taraira|5.022434235|150.67430115
anio_inicio|4.131061014875|75.35861156625
ciudad_hecho_Bogotá, D.c.|3.993901053909091|73.32142446363638
departamento_hecho_Bogotá, D.c.|2.9959968925|76.733850375
departamento_hecho_Valle Del Cauca|2.7829763790000004|56.8606562
responsables_identificados|2.6877878681666663|67.83216063333334
departamento_hecho_Magdalena|2.1177843590000003|35.53267923333333
ciudad_hecho_Plato|1.7260642035|96.95755754999999
ciudad_hecho_Cali|1.530095939285714|54.897779742857146
departamento_hecho_Cesar|1.4625654225|124.74048249999998
departamento_hecho_Vaupés|1.28782272|51.294693
pais_hecho_Colombia|1.1889878365000002|60.748159300000005
ciudad_hecho_San Andrés De Tumaco|1.10696995|24.42099
ciudad_hecho_Popayán|0.870325089|119.674286
departamento_hecho_Antioquia|0.8459197585|28.44853305
departamento_hecho_Casanare|0.5231940749999999|37.41127015
anio_fin|0.40420857050000003|25.583499435
ciudad_hecho_Apartadó|0.402404666|52.4576454
